,assgNo,fixcount,firstPassCnt,P1stFixation,P2stFixation,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,nRegressFrom,regressLen,nextWordRegress,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,nWordsInTitle
8767,277,2,2,0,1,99,179,477,100,96.2549,144.0312,82.0244,60.8276,69.5647,279,139.5,1,278,0,517,0.1658,0.1658,0.0295,9
2963,91,3,3,1,0,20,279,439,199,124.0343,197.851,87.3613,41.7612,35.609,439,146.3333,1,438,0,0,1.0896,1.1076,0.0392,5
1889,58,1,1,0,1,100,80,80,0,100.4117,0.0,59.0339,74.6257,63.4133,80,80.0,0,0,0,80,0.2173,0.2173,0.0122,8
489,15,1,1,1,1,258,99,99,298,104.1561,142.0079,78.1025,27.0601,15.7877,99,99.0,0,0,0,0,0.1383,0.1383,0.0105,4
678,22,1,1,1,1,80,179,179,298,189.6536,233.2349,135.0148,64.2515,69.694,179,179.0,0,0,0,1253,0.0791,0.1431,0.0107,5
7927,246,1,1,1,1,159,119,119,159,100.7633,259.5077,170.1352,71.9809,63.002,119,119.0,1,3199,0,536,0.2198,0.1513,0.0203,6
8479,267,1,1,1,0,239,239,239,100,84.0536,149.5209,99.7647,52.6165,55.9933,239,239.0,0,0,0,0,0.5062,0.5592,0.0475,3
2670,81,1,1,1,0,20,239,239,20,88.0738,72.5844,128.9961,86.6516,88.596,239,239.0,0,0,0,0,0.4335,0.556,0.0255,5
4396,136,1,1,1,0,119,179,179,278,103.3562,68.2495,98.2344,44.0454,32.5038,179,179.0,0,0,1,179,0.5272,0.5697,0.0067,6
10795,332,1,1,1,0,159,119,119,159,120.0333,0.0,66.7533,48.1508,59.5252,119,119.0,0,0,0,0,0.522,0.522,0.0265,5
8654,275,1,1,1,1,139,139,139,199,116.7776,184.5867,91.2414,36.5137,47.5105,139,139.0,2,2424,0,139,0.0838,0.0918,0.0188,5
6534,194,2,2,1,0,139,80,160,139,744.3242,325.5061,779.0924,37.4066,37.6563,160,80.0,0,0,0,0,0.1356,0.211,0.0162,6
1096,33,1,1,0,1,139,179,179,199,253.6912,102.5597,311.6697,70.214,70.9542,179,179.0,1,2783,0,537,-0.0216,0.0079,0.0235,6
8962,282,1,1,1,1,159,80,80,139,431.2969,217.3597,327.2996,102.5987,113.01,219,219.0,0,0,0,716,0.0252,0.1927,0.0316,8
4876,149,1,2,1,1,238,239,458,239,126.5158,182.1984,164.9242,47.1222,59.5189,238,238.0,0,0,0,2246,0.2786,0.1496,0.027,4
9508,293,1,2,1,0,179,99,318,80,216.0579,128.2078,228.3725,26.2774,29.0043,139,139.0,0,0,1,1668,0.1086,0.2401,0.0097,4
1113,33,1,1,1,0,139,139,139,139,168.8742,0.0,147.0306,25.5441,21.5232,80,80.0,0,0,0,160,0.1269,0.1269,0.0105,7
2203,70,1,1,1,0,179,219,219,179,736.4077,65.0019,758.1484,63.869,4.9244,219,219.0,1,199,0,259,1.8894,1.8894,0.0178,9
6998,212,1,1,1,0,119,179,179,99,190.2978,83.5419,248.6966,69.5449,51.2299,179,179.0,0,0,0,0,-0.0127,0.2253,0.0259,5
4471,137,1,3,0,1,139,258,616,278,173.6102,0.0,156.5439,18.8215,26.0048,219,219.0,3,5231,0,2427,0.1602,0.1602,0.0273,7
9720,299,1,1,1,0,159,199,199,139,208.2793,270.4741,185.3267,16.1012,26.0768,199,199.0,0,0,0,0,0.233,0.3455,0.0431,6
3759,119,1,1,1,0,80,99,99,80,133.411,106.5692,40.8167,107.6708,102.9879,99,99.0,0,0,0,0,0.3603,0.3603,0.0275,4
9203,288,1,1,1,0,159,199,199,80,213.7814,61.4919,299.2925,96.8736,95.6935,199,199.0,0,0,0,0,0.0512,0.2302,0.0285,4
2072,66,1,1,1,1,80,159,159,139,638.1618,290.8509,631.3478,12.3693,32.4692,159,159.0,1,2961,0,398,0.1799,0.3214,0.0159,6
6143,181,1,1,1,0,139,298,298,259,119.148,86.7828,68.0661,48.3141,68.5292,298,298.0,0,0,0,0,0.0756,0.0756,0.0349,5
6524,194,1,1,1,0,80,80,80,179,223.9866,83.6675,166.1927,83.0136,75.4321,80,80.0,0,0,0,0,0.0901,0.179,0.0081,5
10248,312,1,1,1,0,219,119,119,139,50.3289,86.0523,50.1597,55.491,20.3039,119,119.0,0,0,0,0,0.1763,0.2333,0.0172,4
478,14,1,1,1,1,99,298,298,497,230.0782,0.0,119.0378,108.9151,87.9616,179,179.0,1,755,1,0,0.5218,0.5218,0.0211,5
8818,279,1,1,1,0,219,119,119,159,225.347,99.6519,220.0818,11.5434,25.5783,119,119.0,1,159,0,0,0.0713,0.1708,0.0148,7
5306,159,2,1,1,1,179,259,259,179,455.2991,188.5955,327.7392,129.001,71.0721,318,159.0,1,815,1,4577,0.0623,0.3173,0.0232,7
8519,269,1,1,1,0,179,139,139,119,149.1518,157.8837,89.1403,65.025,80.1561,139,139.0,0,0,0,0,0.0052,0.4327,0.0311,5
4137,133,1,1,1,0,159,239,239,238,89.2328,229.0775,74.7329,23.0217,36.7185,239,239.0,0,0,0,557,0.131,0.1385,0.0171,7
8096,253,2,2,1,0,258,179,437,159,120.152,225.2687,59.1354,70.5443,26.5707,437,218.5,1,159,0,0,0.2914,0.1499,0.0802,4
5080,154,2,2,1,0,179,139,238,99,700.6126,48.283,782.2154,75.326,146.6467,238,119.0,0,0,0,0,0.2253,0.3163,0.0276,4
8506,268,1,1,1,1,99,179,179,139,434.7945,0.0,502.1683,69.1466,73.8394,298,298.0,0,0,1,477,0.3217,0.3217,0.0691,7
6923,209,1,1,1,0,179,139,139,258,252.0402,219.3855,177.4768,68.0,75.4255,139,139.0,1,496,0,0,0.3223,0.3223,0.0443,4
4621,143,1,1,1,0,219,179,179,238,169.5007,238.5886,77.026,88.5056,80.5248,179,179.0,0,0,0,0,0.2312,0.1682,0.0208,9
8514,269,1,1,0,1,139,139,139,159,358.0,68.0,404.0111,48.7468,50.7666,219,219.0,0,0,0,219,0.1937,0.1532,0.049,4
7499,229,1,1,0,1,119,99,99,119,262.0558,167.503,189.2644,76.1003,85.6052,99,99.0,0,0,0,0,0.0067,0.0282,0.0142,6
1740,54,1,1,1,0,139,99,99,119,69.4262,140.8208,192.4162,139.2345,140.6983,99,99.0,0,0,0,258,0.2813,0.3933,0.0163,5
5505,165,2,2,0,1,298,239,378,199,238.6179,503.5717,149.0,93.0013,52.8417,378,189.0,1,816,0,179,0.077,0.0765,0.0394,7
6565,194,1,2,1,1,139,80,160,119,135.5083,159.8132,97.1854,40.5123,50.6014,99,99.0,0,0,1,99,0.162,0.419,0.01,8
3160,96,1,1,1,1,140,140,140,20,1292.0639,1422.0296,295.1779,1166.3799,1151.516,140,140.0,0,0,0,777,1.6561,2.7591,0.018,6
6217,183,2,2,1,0,139,139,238,199,333.524,116.0097,249.3933,80.6226,34.6157,238,119.0,1,378,0,0,-0.0039,0.1206,0.0229,6
616,20,1,1,1,0,199,119,119,298,176.2839,41.3401,130.6484,45.0111,49.6009,119,119.0,0,0,0,0,0.1676,0.1676,0.0457,4
7853,242,3,3,1,0,139,119,337,99,134.9379,122.9807,176.2073,82.5379,89.237,337,112.3333,0,0,0,0,0.1883,0.1043,0.0767,3
7099,216,1,1,1,1,99,179,179,159,284.6928,252.116,395.6122,112.43,108.2832,99,99.0,0,0,1,99,0.2536,0.1151,0.0231,4
4580,142,1,1,1,1,179,139,139,139,90.6104,156.7713,118.1524,41.824,31.8944,139,139.0,0,0,0,0,0.0482,0.2337,0.01,6
10801,333,1,1,1,0,80,239,239,179,410.9699,190.217,444.6234,40.0,36.8816,239,239.0,0,0,0,0,0.0215,0.082,0.0378,5
6479,192,1,1,1,0,80,99,99,139,182.1648,147.6017,211.6247,32.9621,25.807,99,99.0,0,0,1,99,0.1959,0.1434,0.0262,8
1224,38,1,1,1,0,139,278,278,99,105.0536,76.7349,90.9065,49.7845,50.5396,278,278.0,0,0,0,0,0.0438,0.1238,0.0426,4
1046,31,1,1,0,0,139,119,119,179,157.5508,229.7129,146.2395,13.0863,13.7295,119,119.0,0,0,0,0,0.2389,0.1319,0.0102,3
5880,174,2,2,1,0,179,139,318,318,657.8195,0.0,780.0,116.9658,27.0647,358,179.0,0,0,0,716,0.2875,0.2875,0.036,6
6320,186,1,2,1,1,139,80,199,99,583.5259,0.0,640.1531,63.7672,54.3369,119,119.0,0,0,0,0,0.165,0.165,0.0605,5
6114,180,1,1,1,1,139,298,298,179,264.2962,50.3438,346.0925,91.2483,87.0359,119,119.0,0,0,1,1491,0.2701,0.3966,0.0115,4
5152,155,1,1,1,0,159,80,80,219,215.3631,0.0,189.4466,25.2438,40.3887,179,179.0,3,2028,1,258,0.1148,0.1148,0.0161,5
7264,222,1,1,0,1,99,139,139,159,47.2017,563.1239,44.0114,30.7774,29.6816,139,139.0,0,0,0,139,0.0068,0.3028,0.0176,3
1903,59,1,1,1,0,99,159,159,99,68.6477,188.4602,95.5249,63.0436,63.7279,159,159.0,0,0,0,437,0.1554,0.4009,0.0488,6
9616,296,2,2,1,0,159,179,378,239,426.6058,695.546,402.0796,26.1964,62.9682,378,189.0,1,915,0,0,-0.0519,0.0591,0.0423,6
9721,299,1,1,1,0,199,139,139,100,270.4741,42.45,323.946,65.622,91.9035,139,139.0,0,0,0,0,0.2395,0.3455,0.0301,7
6598,195,1,1,1,1,80,80,80,119,904.0781,174.4484,928.4724,35.3058,48.7083,139,139.0,1,1389,0,0,0.125,0.3931,0.0315,6
10800,333,2,2,1,0,99,159,239,239,164.5919,410.9699,83.5464,84.0372,87.3742,239,119.5,0,0,0,0,0.0215,0.0395,0.0378,4
3912,125,1,1,1,0,278,139,139,139,45.8394,92.6674,115.434,74.7061,81.5966,139,139.0,0,0,0,139,0.1723,0.5303,0.0218,5
10607,325,1,1,1,0,179,179,179,179,144.5424,249.8024,148.4082,20.5973,6.0208,179,179.0,0,0,0,0,0.1442,0.1397,0.0653,4
10303,314,1,1,1,0,119,179,179,159,99.1527,410.1475,56.3205,62.9623,60.4835,179,179.0,0,0,0,179,0.1533,0.5893,0.0613,8
1774,55,1,4,1,1,99,80,617,219,412.1705,0.0,490.0255,88.7426,107.1972,219,219.0,0,0,0,1511,0.4533,0.4533,0.0368,3
1234,38,2,2,1,0,219,159,258,80,354.9412,64.9327,449.049,92.1954,54.3438,258,129.0,0,0,0,0,0.0418,0.3878,0.0396,5
4796,148,1,1,1,0,219,219,219,179,103.8809,107.3371,117.5925,57.717,58.7729,219,219.0,0,0,0,438,0.2256,0.3006,0.0125,5
10494,321,1,1,0,1,258,80,80,139,110.7892,250.002,177.792,66.6521,63.7122,80,80.0,0,0,0,258,0.0797,0.3082,0.008,5
3764,120,1,1,1,0,80,80,80,99,152.8864,255.0848,98.3514,61.131,65.7305,80,80.0,0,0,0,0,0.2883,0.4858,0.0252,9
6176,182,1,1,1,0,199,119,119,139,78.5064,345.167,63.1506,15.8114,37.5133,199,199.0,1,995,0,199,0.0526,0.1061,0.0247,4
861,26,1,1,1,0,99,259,259,179,81.0586,90.312,93.3809,40.302,45.0111,259,259.0,0,0,0,0,0.1039,0.1339,0.0661,5
8537,270,1,1,1,0,179,80,80,239,115.0272,372.5443,78.8543,39.5601,32.9014,80,80.0,0,0,0,0,0.1507,0.1882,0.0225,5
1352,42,2,2,0,0,199,80,239,199,68.9094,881.0817,65.7343,6.0208,79.511,239,119.5,1,199,1,0,0.1567,0.1427,0.0255,6
3090,93,1,1,1,1,219,20,20,199,441.6497,0.0,516.7591,65.1805,112.1004,598,598.0,0,0,1,2013,2.9916,2.9916,0.0453,7
5135,155,1,1,0,1,119,199,199,100,131.6368,149.6103,89.5545,58.6686,81.1326,199,199.0,1,100,0,0,0.1538,0.3358,0.0179,7
3531,109,1,1,1,0,119,398,398,179,243.5262,649.6676,141.1737,93.8416,85.821,398,398.0,0,0,0,0,0.5365,0.1645,0.0996,7
1031,31,1,1,0,1,238,259,259,278,94.7629,174.5,231.8211,155.5201,145.0009,159,159.0,1,458,0,0,0.1254,0.1189,0.0136,3
1360,42,1,1,1,0,238,99,99,99,222.1041,123.5364,165.7739,48.3141,50.0849,99,99.0,0,0,0,0,0.1812,0.8872,0.0106,6
2653,79,1,1,1,0,339,179,179,578,83.6002,71.8471,93.5575,46.5967,47.7546,179,179.0,0,0,1,179,1.347,2.065,0.019,5
5987,178,1,1,1,0,199,139,139,179,128.1649,102.0784,66.9104,70.2887,74.5268,219,219.0,0,0,0,219,0.1066,0.0761,0.0163,7
8672,275,1,1,1,0,80,100,100,139,192.8581,329.0547,184.5644,2.5495,5.0,100,100.0,0,0,0,0,0.1568,0.0748,0.0135,6
5053,154,1,1,1,1,179,139,139,338,582.3257,164.8037,692.3503,99.1476,100.5099,139,139.0,1,5086,0,457,0.1533,0.2423,0.0161,4
10846,334,1,1,1,0,80,80,80,119,191.3766,133.4625,237.1919,47.1222,42.5,80,80.0,0,0,0,0,0.253,0.267,0.0132,4
7828,240,2,1,1,0,0,99,99,119,725.0002,85.6052,911.0549,190.6476,86.7295,318,159.0,1,874,0,815,-0.1074,0.3686,0.0304,7
4669,144,4,1,1,0,219,119,119,119,101.0272,108.5046,44.5533,56.6789,69.9589,655,163.75,1,139,0,655,0.0862,0.0797,0.0716,6
3649,113,5,2,1,0,99,199,298,199,602.2261,0.0,592.1655,16.4469,18.1246,934,186.8,0,0,0,934,0.406,0.406,0.2685,6
5249,159,1,1,1,0,199,179,179,179,289.5155,294.7563,193.6208,101.7214,100.2522,119,119.0,1,199,0,119,0.0883,0.0983,0.0087,5
9550,294,1,1,1,0,99,179,179,99,267.5916,317.6275,198.0227,71.1372,88.0511,159,159.0,1,258,1,397,0.6081,0.3986,0.0267,5
9485,293,1,1,1,1,139,99,99,80,143.3954,494.3099,112.1116,35.3553,36.6674,99,99.0,2,9816,0,297,0.0646,0.1446,0.0069,6
3463,106,1,1,0,0,139,99,99,80,373.3969,183.8831,498.2088,134.5362,130.8606,99,99.0,1,259,1,179,0.3328,0.2018,0.0272,8
142,5,1,1,1,0,119,219,219,258,245.3997,94.0332,214.3362,34.0331,33.5596,219,219.0,2,815,0,457,0.0445,0.032,0.0196,4
9260,289,2,1,0,1,179,159,159,139,141.9472,199.2768,97.509,33.812,158.0071,357,178.5,2,11988,0,4931,0.2227,0.1237,0.0172,5
5105,155,1,1,0,1,139,278,278,119,74.0068,91.9157,106.5317,52.6165,54.171,278,278.0,1,1252,1,378,0.1798,0.1093,0.0251,4
4512,139,1,1,1,0,159,199,199,139,133.5758,784.7345,59.0339,80.878,73.6767,199,199.0,0,0,0,398,0.1882,0.4932,0.0519,7
659,21,1,1,1,1,258,179,179,179,78.8432,156.0008,118.4441,80.5248,75.5993,179,179.0,0,0,0,0,0.0971,0.2221,0.0166,4
3335,101,1,1,1,0,80,139,139,139,564.5538,883.3178,320.5152,245.726,226.6991,139,139.0,1,736,0,0,0.0375,0.0565,0.0359,6
10328,315,2,2,0,1,100,179,278,119,620.1842,100.2809,680.9207,66.547,72.1284,278,139.0,0,0,0,0,0.0173,0.2028,0.037,6
5722,169,2,2,1,0,199,80,160,139,269.6702,159.803,201.487,71.2057,83.506,160,80.0,0,0,0,0,-0.0305,0.0875,0.0201,6
682,22,2,2,1,1,298,338,477,199,192.0059,129.1395,237.8571,74.0017,125.025,477,238.5,1,1928,1,1953,0.1326,0.1466,0.0286,7
2912,89,1,1,1,1,120,20,20,179,850.245,973.2801,217.8073,1010.9457,1002.499,20,20.0,0,0,0,0,0.7642,0.9212,0.003,5
9205,288,1,1,1,0,80,119,119,159,618.0809,146.1677,505.0158,109.7474,97.1288,119,119.0,1,159,0,0,0.1107,0.2302,0.0171,6
10423,318,1,1,1,0,139,99,99,100,62.8351,114.0175,122.2497,56.8859,69.2477,99,99.0,0,0,0,0,0.1092,0.3022,0.0211,4
7237,221,2,1,1,1,139,100,100,159,559.2435,0.0,637.572,94.1395,2.5495,358,179.0,0,0,1,556,0.7051,0.7051,0.0808,7
10877,335,1,1,1,0,80,159,159,100,126.6689,265.017,109.0367,25.5049,4.717,159,159.0,1,319,0,0,0.111,0.111,0.0671,8
4797,148,1,1,1,0,219,179,179,219,107.3371,83.7437,68.3081,49.3812,71.5891,179,179.0,0,0,0,358,0.2256,0.3006,0.0102,5
8196,256,2,2,1,0,99,119,199,80,153.8059,166.5008,86.977,53.0094,66.1891,199,99.5,0,0,0,0,0.3324,0.3554,0.017,8
8472,267,1,1,1,0,179,179,179,199,137.5082,133.3304,105.5462,43.0116,49.5177,179,179.0,0,0,0,0,0.2162,0.5062,0.0356,3
3187,97,1,1,1,0,159,199,199,159,277.2819,182.116,199.0904,80.6551,65.928,199,199.0,0,0,0,0,1.7931,1.7931,0.0384,8
8706,276,1,1,1,0,139,119,119,99,70.066,148.1595,152.1217,86.0131,66.7608,119,119.0,0,0,0,0,0.0943,0.1448,0.0209,5
2679,81,2,2,0,0,20,179,358,219,61.9879,134.1827,69.4262,32.9848,71.5891,358,179.0,0,0,0,0,0.556,0.556,0.0382,7
10426,318,1,2,1,1,0,179,278,179,125.069,121.5257,98.6154,25.9278,15.2971,139,139.0,3,914,0,338,0.1367,0.3022,0.0296,5
8322,259,1,1,1,0,119,119,119,80,295.4526,165.0916,337.0015,40.6356,54.0786,119,119.0,1,557,0,0,0.0734,0.0734,0.0223,6
9402,291,1,1,1,0,139,99,99,219,135.2036,444.4868,200.1225,58.0022,52.4047,99,99.0,0,0,1,99,0.2402,0.2812,0.0155,7
10308,315,1,1,1,0,0,139,139,179,0.0,496.5179,0.0,67.041,55.6103,139,139.0,0,0,0,0,0.3628,0.3628,0.0185,6
2205,70,1,1,1,0,179,219,219,179,184.0007,67.0671,75.5381,112.1439,115.2443,20,20.0,1,199,0,259,1.8894,1.7344,0.0016,9
9141,287,1,1,1,0,99,139,139,219,194.0928,410.8637,186.8689,8.9022,4.1231,139,139.0,0,0,0,0,0.1342,0.1542,0.0142,4
5962,177,1,1,1,0,99,179,179,80,113.1592,165.128,154.6157,44.2041,35.8504,179,179.0,0,0,0,0,0.3381,0.4721,0.028,3
9096,286,2,1,1,0,179,139,139,119,179.0566,256.1528,258.0949,79.853,173.3494,318,159.0,0,0,1,636,0.3162,0.3162,0.0352,5
3330,101,1,1,1,0,99,219,219,99,135.2562,358.8248,233.311,87.0919,72.5069,219,219.0,0,0,0,0,0.407,0.085,0.0565,8
6953,210,1,1,0,1,199,159,159,159,320.5016,347.13,262.7622,62.5799,72.0694,159,159.0,0,0,0,0,-0.0242,-0.0242,0.0426,7
7208,220,1,3,1,0,99,99,318,139,75.2728,0.0,106.0424,50.2842,38.0132,219,219.0,0,0,0,636,0.5446,0.5446,0.0481,4
9751,301,1,1,1,0,199,139,139,99,297.9853,350.6426,261.0019,41.6203,38.3308,139,139.0,0,0,0,0,0.0755,0.115,0.016,9
5673,168,1,1,0,1,199,159,159,219,271.914,392.3853,175.0029,94.2669,92.6094,159,159.0,0,0,0,0,0.102,0.0835,0.0153,4
5706,169,1,1,1,0,179,179,179,159,154.0008,451.5377,84.0,74.6676,75.5993,179,179.0,0,0,0,0,0.1325,0.1055,0.0225,7
6263,184,1,1,1,0,100,80,80,99,145.4003,129.848,143.0,83.3547,79.1154,80,80.0,0,0,0,0,0.179,0.3695,0.0247,4
632,21,1,1,1,1,298,258,258,179,97.4936,75.3293,112.45,63.5472,69.6509,258,258.0,0,0,0,0,0.1611,0.1391,0.0239,4
3416,104,1,1,1,1,219,238,238,238,307.1404,152.5229,367.2125,66.83,73.3434,238,238.0,0,0,0,476,0.3893,0.3203,0.0525,4
753,22,1,1,1,1,100,80,80,139,192.7706,307.033,184.6104,17.5,13.6473,80,80.0,0,0,0,240,0.1671,1.4366,0.0048,7
3419,104,1,1,1,0,139,417,417,99,708.5134,97.9617,724.1395,98.718,90.7772,417,417.0,0,0,0,0,0.1578,0.4803,0.092,3
9331,289,1,1,0,1,80,179,179,99,203.1711,389.1484,288.5013,78.3661,58.3545,219,219.0,1,695,1,1474,0.2587,0.3212,0.0106,7
1819,57,1,1,1,0,199,99,99,99,224.6091,43.2666,226.3184,10.6888,21.5,99,99.0,1,99,1,198,0.0053,0.0259,0.011,5
1936,61,1,1,0,1,80,99,99,80,117.0694,395.5114,165.2211,56.1894,62.0987,99,99.0,0,0,1,198,0.1439,0.2874,0.008,9
6317,186,1,1,1,0,99,99,99,139,142.5061,186.0672,103.9423,43.0465,48.8365,99,99.0,0,0,0,0,0.3765,0.3765,0.0504,5
7139,217,1,1,0,1,99,119,119,100,98.237,312.4664,141.1984,46.6154,50.2245,119,119.0,0,0,0,0,0.1296,0.1296,0.031,6
5970,178,1,1,1,0,0,358,358,159,0.0,250.0605,0.0,64.5,76.2709,358,358.0,0,0,0,0,-0.0279,0.0651,0.0267,9
6447,191,1,1,1,0,199,159,159,139,182.0687,195.6074,122.0246,58.6686,65.4599,159,159.0,0,0,0,0,0.2484,0.3484,0.034,7
8413,265,2,2,1,0,0,100,219,139,0.0,87.2353,0.0,82.1523,86.2235,219,109.5,0,0,0,0,0.0677,0.0902,0.0459,8
6639,197,3,2,1,1,159,99,199,139,330.276,152.8275,300.0017,39.5885,111.1227,318,106.0,3,4252,1,834,0.1795,0.1795,0.0597,4
8961,282,1,1,1,1,139,159,159,80,202.7468,431.2969,78.6448,120.5985,129.1375,159,159.0,1,675,0,736,0.0652,0.1927,0.0229,8
1604,48,3,3,1,0,139,99,337,99,171.896,89.0505,167.4425,23.0489,125.5637,337,112.3333,0,0,0,337,0.1176,0.1176,0.0692,5
1120,34,1,1,1,1,139,318,318,298,369.041,179.2519,438.6342,78.5398,85.9724,318,318.0,0,0,0,0,0.1883,0.3158,0.0411,4
9387,291,1,1,1,0,119,219,219,80,275.5367,493.0096,156.205,119.7675,126.2785,219,219.0,0,0,0,0,0.2122,0.2497,0.0342,6
6368,188,1,1,1,1,80,179,179,219,208.6942,152.1291,162.1512,48.3735,58.3545,179,179.0,0,0,0,0,0.236,0.1525,0.0427,4
1417,43,1,1,0,0,139,119,119,219,123.0498,228.0197,44.9444,83.2541,91.0124,119,119.0,0,0,0,0,0.0912,0.1332,0.0098,9
7206,220,1,1,0,1,139,139,139,139,135.1333,924.3317,101.6366,39.538,40.5,139,139.0,0,0,0,0,0.0561,0.0561,0.0305,9
8459,266,2,2,1,0,139,179,278,159,221.6151,363.3208,186.7753,36.5308,27.9016,278,139.0,0,0,0,0,0.2122,0.5202,0.0509,6
4345,135,1,1,0,1,219,199,199,80,138.0906,230.5266,49.2443,91.7238,113.9846,219,219.0,1,358,0,815,0.0685,0.2645,0.0135,5
10866,335,1,1,1,0,119,179,179,80,261.0306,67.574,248.1633,16.3478,27.5136,179,179.0,0,0,1,80,0.0975,0.123,0.0756,4
950,29,1,1,0,1,179,139,139,199,122.7294,75.4934,118.9832,114.5535,107.6673,139,139.0,0,0,0,0,0.2099,0.1529,0.0476,5
4719,145,1,1,0,1,159,99,99,99,122.5439,176.6529,132.0038,11.4237,30.0416,99,99.0,0,0,0,0,-0.2838,0.0362,0.0119,7
2548,78,1,2,1,0,279,199,219,219,71.9253,503.0002,22.1359,65.6201,61.8324,139,139.0,3,9087,1,3248,0.734,0.7725,0.0035,5
5027,153,2,2,1,0,99,80,219,179,75.0267,225.5621,137.4809,63.2653,40.6725,219,109.5,0,0,0,0,0.3651,0.3131,0.0183,8
6013,178,1,1,1,0,259,159,159,179,132.0237,173.693,59.0339,84.0134,98.5051,159,159.0,0,0,0,0,-0.0419,0.0996,0.0119,6
4235,134,1,2,0,1,179,99,238,219,110.6368,356.1685,46.8188,68.9638,65.0577,139,139.0,1,1612,0,0,0.03,0.0435,0.0072,6
10539,321,1,1,1,1,80,80,80,99,110.9076,182.5027,39.2938,80.5621,89.2328,199,199.0,2,4452,0,199,0.0852,0.1612,0.0198,6
10829,333,1,1,1,0,179,139,139,99,75.2363,185.8669,68.2642,24.8294,21.0772,139,139.0,1,397,0,0,0.1515,0.1515,0.022,4
1777,56,2,2,1,0,139,159,278,199,119.5073,144.5424,95.2103,53.8934,39.6611,278,139.0,0,0,0,378,0.0568,0.0949,0.0419,6
159,5,1,1,1,1,278,397,397,99,116.4174,80.0765,134.3577,71.5681,81.4448,397,397.0,0,0,0,298,0.132,0.1855,0.0355,8
2967,91,1,1,0,1,239,219,219,179,152.7956,97.8621,142.0458,53.8075,80.946,219,219.0,0,0,0,0,1.1076,1.1076,0.0196,6
5795,171,1,1,1,0,99,80,80,99,618.2952,202.5938,632.0198,27.0416,20.8147,99,99.0,0,0,0,99,0.1165,-0.021,0.01,7
6501,192,1,1,0,1,139,179,179,139,406.2182,0.0,489.655,88.132,89.4343,179,179.0,0,0,0,0,0.0859,0.0859,0.0475,6
116,4,1,1,1,0,219,139,139,278,109.0046,180.2776,76.0592,35.0143,29.8412,80,80.0,1,358,0,737,0.0805,0.147,0.0101,5
1796,56,1,1,0,1,239,179,179,159,79.6006,131.3031,36.6197,47.4605,52.4047,179,179.0,0,0,0,179,0.0728,0.0728,0.0269,6
10390,317,2,2,1,0,99,100,219,258,77.7721,190.0164,102.3963,12.6194,42.3468,219,109.5,0,0,1,219,0.1352,0.1487,0.036,8
698,22,1,1,1,0,179,119,119,258,93.3019,127.4755,79.0759,15.4353,14.3178,119,119.0,1,11334,0,0,0.2401,0.2401,0.0071,5
1254,39,1,1,0,1,80,119,119,119,247.7685,0.0,246.8117,6.8007,10.7703,278,278.0,0,0,1,516,0.3402,0.3402,0.1,4
7929,246,1,1,1,1,159,119,119,159,195.0641,173.7023,321.0,129.0591,117.6308,179,179.0,1,3199,0,536,0.2198,0.1678,0.0305,6
5441,164,1,1,1,0,239,199,199,159,196.0638,75.2629,86.3134,108.6658,110.0023,199,199.0,0,0,0,0,-0.0403,0.1787,0.0169,7
7065,215,1,1,1,1,179,219,219,99,178.1327,359.1131,25.7099,169.5361,163.7475,219,219.0,0,0,0,656,0.2343,0.2583,0.0395,7
2847,86,1,1,1,0,239,159,159,239,106.6314,515.5546,150.0833,41.1461,76.415,159,159.0,0,0,0,0,0.8267,2.9147,0.0181,7
8914,281,1,1,1,1,179,139,139,100,120.4159,539.0083,27.2029,110.6345,117.1804,139,139.0,2,2366,0,457,0.0672,0.0462,0.0165,6
4152,133,1,1,0,0,139,159,159,100,86.6747,398.9778,17.4929,79.0728,64.2806,159,159.0,0,0,0,318,0.0095,0.006,0.0114,7
5856,174,1,1,1,0,179,159,159,159,167.1414,141.5009,142.8986,37.716,26.6693,159,159.0,0,0,0,0,0.199,0.2215,0.016,9
8734,277,1,1,1,0,119,139,139,258,110.1022,471.9476,223.0807,111.528,99.0,139,139.0,0,0,1,139,0.1643,0.1838,0.0147,6
7534,230,1,2,1,1,0,99,238,159,101.5,339.0033,162.9294,59.9604,59.3401,179,179.0,0,0,1,358,0.0382,0.1597,0.0355,7
4937,150,1,1,1,0,80,159,159,258,90.5124,280.0446,50.0899,45.722,53.033,159,159.0,2,1847,0,457,0.2301,0.4966,0.0143,4
1888,58,1,1,1,1,99,80,80,139,74.0962,0.0,84.8764,144.7152,146.7055,100,100.0,0,0,0,180,0.2173,0.2173,0.0152,7
10356,316,1,1,1,0,179,80,80,119,169.0976,112.51,216.1157,46.0027,81.0077,80,80.0,0,0,0,0,0.3178,0.2303,0.0149,6
5967,177,1,1,1,0,99,80,80,119,67.5463,194.7081,43.0116,24.0832,29.6184,80,80.0,0,0,1,0,0.3621,0.3606,0.0125,4
8719,276,3,1,1,1,139,298,298,99,306.0065,0.0,369.2655,71.8766,62.1631,736,245.3333,0,0,0,2068,0.3343,-0.0107,0.129,5
