,label
4336,0
8973,1
2152,2
2247,0
5433,1
7117,2
10172,1
8014,0
5522,1
38,2
6832,2
7225,1
10549,2
1546,1
9808,1
10517,0
10574,0
653,1
2414,0
2391,2
6496,0
3268,1
2917,1
1290,1
2422,2
8553,0
6648,2
6214,0
6592,0
9832,1
8858,2
2233,1
7864,0
2442,1
5461,2
4598,2
8644,2
4406,1
2401,0
5858,1
9086,2
4461,2
7866,0
6845,2
4482,1
9676,2
10288,0
9032,0
93,1
3203,1
2109,0
4638,1
2654,2
3578,1
4180,0
8036,2
1754,2
2504,1
5969,2
6032,1
2392,2
2217,0
3656,0
6528,0
4350,1
5235,2
20,0
6718,1
9989,2
857,0
637,2
62,1
9645,2
10669,1
2577,2
10053,0
1204,2
4865,1
1362,2
4660,0
9007,0
9183,2
2123,0
2487,0
986,1
5488,1
8913,2
520,1
10919,1
9673,2
2758,1
6491,1
2437,2
3235,1
3965,0
4444,1
8531,1
9771,1
9296,2
6218,1
5083,1
3971,0
2213,0
483,2
8831,2
7376,0
4164,2
7026,1
4569,0
10042,0
4913,1
2945,2
1261,1
6995,1
3648,2
2837,0
7634,2
10707,1
6687,1
903,1
10065,2
10602,2
6287,1
10374,1
8299,1
217,1
748,1
564,1
3798,2
5793,1
4335,0
10678,0
6001,1
888,0
4165,0
3183,0
7029,0
4778,2
3737,0
10310,0
2045,0
9077,1
9102,2
7118,0
10604,1
470,2
7964,1
9018,2
6230,1
9076,1
1033,1
2374,1
9764,2
980,1
5964,0
3255,0
8991,1
3778,1
2001,1
691,1
8618,2
8271,1
1527,2
3301,1
1752,2
8528,2
144,2
1930,0
1654,2
2479,2
5490,2
872,2
5775,1
2058,2
7656,1
9239,2
418,1
8551,1
8696,2
9855,1
3198,1
1869,0
9291,0
3575,2
1137,1
8642,1
5551,0
6708,1
4414,1
6641,1
2851,2
10123,2
9218,2
5999,1
10475,0
6818,1
3111,0
9061,1
9169,2
9461,1
8597,0
8387,2
9929,2
5099,2
3028,0
1210,2
4573,0
5608,0
575,2
4901,1
7124,2
634,1
6360,2
793,1
10,2
8411,2
6184,2
7612,2
10226,1
2366,0
5994,1
2497,0
9297,0
10388,0
8567,2
4873,0
2387,0
2615,1
5484,1
7311,1
9779,0
6379,1
2075,0
4818,0
2454,1
4617,0
3307,0
3510,0
8481,0
6406,0
9824,1
9669,0
210,2
3644,0
6969,2
968,1
6970,0
2684,1
6855,1
8261,2
5715,1
8029,0
301,1
2378,0
10790,2
3395,0
5237,2
790,0
2028,0
811,1
5255,1
10699,2
5657,2
2367,0
7310,1
1486,1
8917,2
3006,2
6572,2
5566,1
10075,2
1776,1
4320,0
3287,0
1468,1
3078,1
157,0
7561,2
2944,2
7328,0
6319,2
3812,2
9370,2
1299,1
525,2
4653,1
5288,1
3958,0
1789,2
8825,1
6409,0
1440,1
6226,1
3607,0
1663,1
6237,2
650,1
5282,1
3742,0
3362,1
3147,1
542,0
9078,2
10828,2
1241,1
4435,0
3174,0
8292,2
10834,1
9246,2
4911,0
224,2
9793,2
1952,0
8309,1
6195,1
3040,0
2060,2
8927,1
5510,0
833,2
4354,1
9322,1
7341,1
674,2
9023,0
8636,0
7552,1
5823,1
976,2
10535,1
6314,0
6813,1
1322,1
7989,2
8289,2
1728,1
10697,2
8987,0
6215,1
9382,0
1269,2
2244,0
5142,0
10663,1
834,2
10906,1
2270,1
9253,0
6428,0
593,1
2469,0
6891,1
7449,0
184,0
7374,2
1351,0
5744,2
10634,1
1877,0
1217,0
981,0
4427,1
8201,1
4694,1
8599,0
7702,0
10315,0
9163,0
3276,0
4291,2
476,2
459,0
1737,1
8186,2
6753,2
9140,0
9502,1
10424,2
3240,2
822,1
1821,0
5034,0
1637,0
10316,0
8705,1
5191,0
6256,1
4764,0
4344,2
5784,2
8891,2
10040,0
6398,1
2311,1
1957,1
5035,0
6385,0
1497,1
9249,1
7745,1
3382,1
4972,2
4990,2
2273,0
3534,1
9872,2
7750,0
4278,0
3816,1
7532,2
502,1
9705,1
2490,2
7470,0
6610,2
8892,2
5460,2
7729,0
5128,1
21,0
7956,0
9858,1
4979,0
1343,0
10399,1
10162,1
3193,1
1455,1
427,2
6136,0
8953,1
3846,0
10182,2
6058,0
3201,0
8744,1
9527,0
10103,0
6954,2
4407,1
1665,1
3004,2
10674,1
6533,0
2238,0
6616,1
5344,2
6679,2
8278,0
885,1
6827,1
10813,1
484,0
8543,1
5756,0
8653,1
2575,0
6056,0
3012,1
8126,0
3476,0
1556,1
1475,0
5860,1
8063,2
8679,0
5025,0
4827,0
684,0
6039,0
2968,1
9075,0
7387,0
9959,0
3492,1
9725,2
7850,0
8588,2
6075,1
8117,1
8118,2
5450,0
1130,0
5937,0
2167,0
2440,0
1237,1
4449,1
190,0
103,2
514,0
4297,0
4991,2
212,2
1836,0
1699,1
6477,2
6811,1
5169,2
2513,1
92,1
3982,1
9638,1
628,0
7896,0
5302,0
5732,1
8377,1
482,2
2965,1
4351,1
439,0
4600,2
726,0
823,1
3754,1
209,2
4536,2
6540,1
5259,2
1598,2
6159,1
274,1
6400,1
7894,2
9,2
4332,1
7999,2
3645,1
4029,0
4529,2
8283,0
7055,0
179,2
3025,1
10033,2
4215,0
9547,1
2088,1
8373,2
9361,0
3574,2
9471,2
1890,0
5903,2
10120,0
4182,1
4647,1
176,1
10797,0
7531,2
7610,2
7611,2
4009,0
3238,0
10686,0
9680,2
9080,2
278,0
7144,0
3677,0
844,1
7752,1
6609,2
283,0
9591,1
5726,1
2644,1
8758,0
9834,1
657,0
138,0
3210,0
6985,0
1088,1
121,0
732,0
8264,0
3417,2
6088,1
4611,1
3694,0
2528,0
3131,2
10263,0
7763,0
3387,2
6989,1
10644,2
7526,2
867,0
9405,1
1887,2
4014,2
6843,2
8243,2
1296,1
5577,1
5832,1
5458,2
5667,0
6252,2
930,0
6466,2
7263,0
7926,1
5796,1
5888,0
1397,0
8301,0
8484,2
6094,0
4508,1
9671,0
9792,2
9364,1
2808,0
3964,0
6050,1
4837,0
7933,0
721,1
10084,1
8034,2
10074,2
8462,2
6942,1
3596,0
8042,1
10232,1
8205,0
4960,0
4090,1
3514,1
8807,2
8578,1
3291,1
481,2
4334,0
8853,1
1353,0
3819,1
1166,1
7857,0
1331,0
7875,2
780,0
1030,1
9437,1
396,0
10854,1
1545,1
5787,2
249,0
10932,2
2518,0
10576,0
1345,1
8859,2
600,1
5380,1
10186,2
9943,1
7431,1
8329,2
1953,1
1761,1
3103,0
7961,2
3014,1
2450,0
10188,2
5762,0
7450,0
2938,2
3716,1
7664,1
4581,1
3837,1
4798,1
1922,1
2492,2
2897,1
2764,0
10019,1
4010,0
713,0
7148,2
3681,1
7726,2
6760,0
1084,2
9820,0
4348,2
10541,0
3697,1
7217,2
1564,1
6451,0
5322,1
2824,1
7840,1
10023,1
5213,2
960,0
7722,1
754,1
6309,1
7294,0
8451,1
6628,1
7076,0
1601,1
5541,2
1405,1
5416,0
3800,0
5546,0
167,1
469,2
3202,0
8290,2
4868,1
9238,2
2383,0
8717,2
6677,2
1327,0
7338,1
5144,2
3018,1
10386,0
8188,2
239,1
9482,1
8490,0
10923,0
8601,0
5155,0
326,0
6874,2
9881,2
7184,2
1615,1
890,1
5735,2
9670,0
5301,0
10089,0
5866,1
8980,2
4966,1
1245,1
9483,1
1525,1
3960,0
3735,0
7545,1
10077,1
963,0
5528,0
2776,1
420,1
8417,0
8692,0
10596,1
3159,1
1680,1
4002,0
7868,2
1991,2
8220,0
9255,0
1367,2
7411,2
6797,1
779,0
5642,2
7668,1
7390,0
3882,1
10591,1
3254,0
5337,1
2304,0
10836,1
7620,0
7825,0
8896,1
3156,1
5862,1
8545,1
3927,2
5129,1
2576,2
2211,0
5407,1
2789,0
8517,1
3411,1
2034,2
3074,0
4810,0
6108,2
5932,1
8234,1
4178,0
9842,0
5174,0
10377,2
9785,1
3080,1
6071,2
4973,2
522,2
5523,1
1682,0
7174,2
9747,2
9650,1
5917,1
4135,2
7907,2
3822,1
1368,2
2701,2
9345,2
8709,1
5204,1
4367,1
1592,0
10305,2
6675,2
4560,0
6744,2
2031,0
8284,0
5826,1
6983,0
553,1
7801,0
7633,2
191,0
3350,1
1837,0
9400,1
1426,2
6655,1
9518,2
6706,1
9995,2
4992,2
1270,2
2957,1
146,1
8622,0
6902,0
9424,0
4113,1
1410,0
6672,1
550,2
7640,0
7732,0
2524,1
9956,0
5395,0
2749,2
391,1
3408,0
1311,2
9106,2
6580,0
1766,1
5788,2
6023,0
3224,1
8616,2
10522,1
4602,0
9267,0
6732,2
10378,2
7389,2
8677,0
4808,1
6724,1
5355,0
7968,0
4723,2
3900,0
1510,1
7331,1
10496,1
4752,2
10256,1
7312,1
2998,0
4712,2
10411,0
1924,1
6425,2
3502,2
3181,0
8432,1
10190,0
3109,2
3934,1
944,0
3110,2
6907,0
10222,1
2323,1
7607,0
8038,2
7380,1
1325,0
4718,0
4477,1
10724,0
5873,2
8295,2
10161,1
9481,2
1263,1
10930,2
8208,0
6311,0
4930,1
9339,2
1473,0
9909,1
10770,1
5776,1
5650,2
3102,0
4272,0
3890,1
7904,2
10130,1
169,1
4729,1
197,0
3991,0
2691,0
10071,0
2036,0
9318,1
6307,2
446,1
7126,1
4220,1
3149,1
1470,0
9515,0
400,1
3409,0
6917,0
6996,1
2269,2
5847,0
5150,2
6538,1
6274,2
1717,0
5353,0
2493,2
6796,2
5630,1
6038,0
24,1
7912,2
8486,2
5347,2
2242,0
1844,0
7990,2
9978,0
430,2
7353,1
5953,0
5737,2
2527,0
5651,2
10743,0
9734,0
4097,1
10590,1
9652,1
3883,1
5151,2
7826,0
3933,1
10814,1
10206,1
3209,0
8342,0
1456,1
125,1
1767,1
466,0
8992,1
10524,1
7200,1
2730,1
4861,0
2632,1
2256,1
2257,2
7100,0
6957,0
406,1
917,0
5201,1
10872,0
9337,2
1823,1
4738,1
2139,1
1964,1
4039,0
2279,1
3669,0
329,1
7798,0
3620,2
7658,1
2877,1
3256,0
982,0
101,0
8747,0
567,0
3092,1
433,0
10704,1
6345,0
5557,2
7536,2
6869,2
10710,0
6324,1
5398,0
7096,2
4275,1
7512,1
1315,2
5300,0
5273,2
6620,1
4338,0
2252,1
4606,1
7571,1
8123,1
8431,1
1190,1
5885,0
5851,0
2605,2
607,1
1501,1
3164,2
4605,2
4568,0
3134,0
10812,0
8996,1
924,1
7711,2
2250,1
4980,2
1751,2
9823,1
8348,2
581,1
8079,2
3707,2
4674,2
4862,1
4666,2
3750,1
8047,0
733,0
7881,2
4821,0
3309,0
2136,2
5157,0
2659,2
4399,0
1363,2
3706,0
1492,2
6246,0
9888,0
7258,1
5549,0
6482,2
1238,1
6448,0
5299,1
2849,1
10516,1
6273,2
10735,1
10357,0
4592,2
7960,2
792,1
1445,1
9005,0
9728,0
4524,1
2080,1
5619,1
2215,0
8069,1
3955,1
6626,1
4255,1
4896,2
4140,0
4124,1
3468,2
7593,2
3918,2
8983,0
1267,2
1328,0
6333,1
3522,2
1617,1
8957,2
1250,2
2820,0
6663,1
4467,2
6560,1
5863,1
9893,0
10005,1
2046,0
9083,1
6414,2
6076,0
8080,2
4064,0
8936,2
9374,2
8964,2
5865,1
9856,1
725,0
10789,1
5085,1
8037,2
5465,2
2525,0
1865,0
1595,0
4250,1
5289,1
3304,1
4,0
3289,2
10571,0
1554,1
1643,1
3234,1
6278,1
10382,1
7441,1
978,1
2224,0
3907,1
5005,0
9386,0
8874,0
2741,0
544,2
2275,1
8839,1
6488,0
931,2
9478,2
3144,1
1396,1
9501,1
1387,0
4419,0
2736,0
8688,0
7251,0
6416,2
59,1
7820,1
2743,1
2114,2
4659,0
8816,0
9919,1
5061,2
8206,0
3590,1
3,0
7121,2
9401,1
6696,1
12,0
7337,1
5109,2
4268,2
2243,0
3592,1
6820,1
7944,0
7296,0
9766,2
1391,2
3584,1
3317,0
2822,0
7487,2
5622,0
878,1
4234,1
9999,2
8563,0
3774,0
5579,0
9144,1
242,2
5382,2
7691,1
4410,1
9450,1
349,0
3422,1
1498,0
6376,1
2029,2
2170,0
8383,1
6939,1
1408,0
6712,1
10543,1
10322,1
4728,0
4856,2
4847,2
9563,0
8131,1
10207,1
4352,1
3212,0
8741,1
7829,0
5032,1
1671,0
264,0
4490,2
7626,2
845,1
258,2
3338,1
5160,0
10251,1
5269,2
2950,2
9917,2
1787,2
4686,1
8527,2
1248,2
2600,0
8072,0
9128,1
7493,0
7067,0
10082,1
9111,1
5815,0
2421,2
9146,1
7723,0
7919,0
7290,0
10132,1
4284,1
4302,1
4970,2
2339,2
2385,0
1872,0
6511,0
4909,1
3030,2
8656,2
10122,0
2979,0
458,1
4623,0
1782,0
4763,0
2214,0
6509,0
2564,0
7942,1
3452,0
6826,1
6420,2
321,2
7778,2
3126,1
3984,1
9810,2
3801,0
7333,0
7446,0
8165,0
2909,2
639,0
8885,2
2786,0
415,2
8887,2
8189,1
5840,2
9189,2
6695,0
4916,1
10155,2
5806,1
10148,1
259,1
5211,1
10387,1
2773,0
8185,2
1386,0
1542,0
9119,1
2831,0
1480,0
8912,2
414,2
2620,1
521,1
2389,1
8253,0
7392,0
1848,2
4322,2
4153,2
292,0
9250,1
4538,2
7161,1
475,1
5227,0
7306,2
7742,1
7010,0
5038,0
4999,1
10413,2
6905,2
1,0
9330,0
6987,1
6277,1
8041,1
2745,1
2538,1
1374,0
6963,0
4349,2
10909,0
1760,0
6225,0
5290,1
449,1
8217,1
6271,1
4374,0
9463,1
4878,1
4655,0
6633,0
29,0
8714,0
7165,1
2201,2
5283,1
6421,2
9982,2
7128,1
10712,0
4944,0
10278,1
10164,0
3053,1
9526,2
7467,1
3328,0
6948,1
8360,2
3909,1
3462,1
681,0
4038,0
5807,1
2669,0
7071,0
1018,0
368,0
1339,0
9710,0
7224,1
4071,2
2928,2
8694,2
8483,0
7670,1
4331,0
3779,1
2817,2
9623,0
8420,0
3981,1
1853,1
66,0
1219,0
8529,2
10821,1
10025,1
6854,0
4753,2
8298,1
3377,1
696,2
4259,1
4453,0
4509,1
1109,1
7074,0
4398,0
1749,2
8836,1
7164,1
9158,2
2747,1
5001,1
2864,1
5369,1
8256,0
9085,1
815,0
589,2
2283,1
3913,1
3820,1
7939,0
9690,1
10139,2
5944,0
6711,1
4917,1
2423,0
4899,1
873,2
8061,2
9551,2
9060,1
424,0
9503,1
6155,0
97,0
3042,2
6668,0
2947,2
2463,0
6955,2
3185,2
6118,0
2406,0
4402,0
464,1
3058,1
8158,2
7027,1
6459,1
8445,1
5920,0
1685,0
8361,1
5727,1
6808,2
7477,2
4636,0
2602,0
4136,2
3538,2
3839,1
775,1
5499,1
654,1
233,2
3347,2
882,0
4470,0
9804,1
6007,1
5272,2
9135,1
6530,0
5675,1
4101,2
573,2
10739,1
10725,0
7528,2
6465,2
6856,1
8365,1
8254,0
10751,2
7381,0
5215,0
6793,1
1919,1
2833,0
3346,0
5955,1
5378,0
10440,1
7714,1
4468,0
8753,2
4672,2
7257,1
4316,0
6570,2
763,1
2660,2
829,2
6031,1
8450,1
10125,2
5625,1
4766,0
9930,2
9419,1
1430,0
5062,0
914,0
4977,2
1746,2
5006,0
2560,0
9491,0
6210,0
6574,2
8307,0
4115,0
3862,0
952,2
0,0
4940,2
6209,0
8268,1
2625,1
5285,1
943,1
4987,2
389,2
6329,0
1840,0
3073,1
7657,1
6079,2
8049,0
3854,2
6594,1
55,1
6126,2
2586,1
5734,2
1258,1
7744,1
8585,2
701,1
523,2
1984,0
99,2
9910,1
8303,0
6199,1
10137,2
5810,0
10563,0
989,1
9711,0
8493,0
9590,1
8629,0
5020,1
374,0
4185,1
9142,1
4831,1
10775,1
7835,2
4782,0
9157,2
3137,1
8191,0
4928,1
6201,0
6966,0
3405,2
6553,2
9814,1
2184,1
1985,1
2198,2
606,1
8010,2
1187,0
1153,0
2500,1
3032,2
2888,1
10158,0
8157,2
1253,2
1496,1
9587,0
3618,2
10297,1
7604,1
4634,2
5203,1
3464,2
8454,1
3455,1
3943,2
4198,1
7253,1
3396,1
1797,2
8385,0
9287,0
5209,0
6325,1
4154,2
3937,2
4191,2
4746,0
6608,2
7437,2
9678,2
9333,1
767,0
9876,2
8151,1
9601,1
8890,2
1688,1
940,0
8092,2
10715,0
563,1
4472,2
7278,2
6302,0
7035,2
9582,2
3471,0
2078,1
10409,0
509,2
4447,1
6857,1
4646,0
7680,2
9642,1
4177,0
5276,2
10492,0
3299,1
7000,2
5942,0
8314,1
6982,0
8604,0
675,0
4813,0
969,0
8813,0
8833,2
3499,0
7725,2
5373,0
1059,1
4531,2
10507,2
3172,1
5440,0
2846,1
4724,2
8623,0
10239,0
2097,0
7046,1
282,0
7758,0
1672,0
6048,1
5374,0
1090,1
10533,1
4698,1
4532,2
3005,2
6726,0
4050,1
4817,0
6052,0
10464,0
2642,1
2466,1
993,0
10227,1
3450,1
3505,2
493,1
2444,0
2927,2
338,0
5904,2
10372,0
8944,0
5431,0
9070,1
3959,0
4800,1
10235,0
5030,1
1040,0
9422,0
3787,1
10794,1
3923,2
7023,1
5822,2
3067,1
8345,1
6167,1
5491,2
9625,0
3270,0
8509,0
5497,2
6485,2
8152,1
8119,2
2861,1
6984,0
9657,2
7974,1
5224,0
2403,1
1291,1
1529,2
4515,2
2664,0
9381,0
6839,0
6636,1
9388,1
2218,0
3249,2
1812,0
10320,1
641,0
4012,0
1099,0
3445,0
3544,2
3069,0
5368,1
7219,2
10108,0
10589,1
10799,1
808,1
6063,1
6810,2
9621,1
9055,2
10347,2
6823,0
5573,1
3068,1
7807,1
4405,1
586,2
7902,0
5755,0
3037,0
10211,1
6848,0
3860,1
6011,0
75,0
5927,1
7140,2
5324,2
3910,1
8210,0
10070,0
2969,1
8829,2
10592,1
1095,0
356,0
5506,0
8017,1
4487,2
7743,1
5466,0
840,2
6192,2
7175,2
999,2
6745,0
5538,1
4111,1
10761,2
3690,1
9002,1
3542,2
1683,1
5079,0
9830,0
402,1
3723,2
1305,0
4663,2
6974,0
4537,2
4610,1
6666,1
540,1
3678,2
3241,2
1676,0
8263,2
5376,0
5771,0
235,1
1251,2
7114,2
2583,1
7444,1
9126,1
8596,1
336,0
7518,1
7501,2
7859,1
3306,0
1992,2
2562,0
1452,1
9677,2
4838,0
633,0
9100,2
7367,2
6844,0
434,1
7439,1
6194,1
3687,2
10313,0
8513,1
4183,1
4777,2
4150,1
5798,0
10043,0
46,2
3995,1
7170,0
10101,0
5060,2
3410,1
8057,2
1485,1
8386,2
9243,0
4315,1
3213,0
7806,1
4469,0
9963,1
4267,2
2516,1
10032,2
1758,1
3211,0
6005,1
9095,0
6940,1
9283,1
728,0
426,0
7861,0
6519,1
694,0
8352,1
2981,1
1779,1
7403,1
453,1
1520,2
4411,1
1359,1
3878,2
1630,1
4855,2
5430,0
5189,0
9466,1
4539,1
9988,2
3840,1
10897,0
10816,1
4041,1
5012,0
104,0
4971,2
2610,1
1432,1
1450,2
5329,1
9743,1
6577,2
6659,0
1502,1
9568,2
3113,2
8661,1
7211,0
1878,0
9414,2
1045,0
2093,0
4015,2
7297,0
3145,1
6492,1
5753,1
6186,2
9198,0
1427,2
6070,2
2913,1
8649,0
10611,0
5752,2
4737,1
165,1
448,1
10257,1
1425,2
5773,1
2648,0
4839,0
8845,0
2396,2
9477,2
2358,0
7001,2
10720,1
10224,1
7913,2
5532,0
2705,2
5716,1
3975,2
3593,1
1011,1
526,2
8984,0
241,2
3968,0
7066,1
6722,1
318,2
511,2
8364,1
6298,0
3503,2
5670,1
5390,2
10544,1
1568,1
5115,1
7697,0
8615,0
5230,0
4656,0
879,1
3458,1
4843,0
7363,1
6683,2
4935,2
2582,1
9848,2
3054,2
7154,1
830,2
8103,0
10767,2
10213,1
3482,0
992,0
8683,2
1089,1
2038,0
226,2
4696,1
5719,1
3741,0
3751,1
4230,1
7146,0
6725,0
2212,0
1843,0
354,1
6017,1
379,0
8671,1
7397,1
6578,0
9192,2
8950,1
7405,1
5663,0
1958,1
9493,0
8846,0
9459,0
7419,0
895,2
7185,2
3354,1
10478,1
3720,0
2023,1
10565,2
4430,0
1873,0
7954,1
1003,1
8743,1
10487,2
6292,2
9825,1
8394,1
5496,2
8224,1
10333,0
10848,0
2695,1
10927,2
8938,2
3674,1
2983,1
7260,0
765,1
4076,2
2767,2
7150,0
3232,1
54,1
8926,1
2191,0
10762,2
531,0
6774,1
6297,0
9215,0
200,0
3071,0
8993,1
5981,2
1434,1
8177,1
3132,2
1841,0
4285,0
928,2
2502,1
10929,2
2095,0
3009,0
582,1
5187,0
7885,1
10438,1
244,2
3337,2
3930,2
9105,2
4314,1
8647,0
5789,1
6752,1
5614,1
7299,1
4708,2
3686,1
9284,1
7373,2
6476,2
3806,2
6910,1
8051,1
5572,1
997,1
10178,0
9908,1
8842,1
6113,2
6894,1
3485,0
7409,0
8070,1
6234,1
2047,0
4507,1
366,0
3552,0
1220,0
996,1
8826,2
3605,2
6993,1
10086,0
8667,0
9057,1
6559,1
2174,1
6365,0
6212,0
3838,0
5916,1
3322,0
508,2
10633,1
6105,1
2966,1
10768,2
6122,0
6328,0
5253,0
9896,1
9043,1
1955,0
9923,0
6546,2
10170,1
6144,1
9072,0
10498,0
8349,1
8439,1
4587,1
6219,1
9911,1
8156,0
4918,1
9688,1
10175,1
6704,0
3914,1
3367,0
443,2
578,1
320,2
2629,0
4048,1
3999,0
3870,1
5092,2
3253,2
10641,0
605,1
939,0
6265,1
10383,0
7683,2
8078,2
1173,2
3875,0
5194,1
6667,1
975,0
3695,2
2196,0
5318,2
3756,0
1818,0
3083,1
196,0
8467,1
7817,2
2882,0
85,2
4280,1
9334,1
3157,1
10867,1
7936,1
1743,2
10893,0
2245,0
10839,1
9064,0
9439,2
4833,0
8375,1
10154,2
9827,1
8809,2
88,0
941,2
6111,2
9024,0
275,1
3701,1
6014,0
5354,0
1739,1
9606,1
8452,1
4361,1
2949,2
10925,0
6522,0
6510,0
9347,2
10000,2
4963,1
10921,0
10719,1
2428,1
7792,1
624,1
2578,0
6625,1
6227,1
7447,0
2993,1
4162,2
2226,0
9343,2
6022,0
3425,0
8174,1
7422,2
10489,1
8366,1
4431,0
9344,2
9041,1
5901,0
8171,0
8276,0
1070,2
4329,0
4679,1
5990,2
6589,1
8319,2
8093,2
7898,1
9073,0
8763,0
2117,2
7410,0
8222,0
562,1
2263,1
690,0
7897,1
1618,1
8886,2
2781,0
10482,0
2124,2
4929,1
1513,1
8564,0
5868,1
8499,2
3507,0
10733,1
10855,1
4120,1
1175,0
9607,0
8469,1
6579,0
9376,2
9561,1
7596,0
8907,1
3888,0
3044,2
7022,1
8557,1
6260,1
237,1
9715,1
6927,0
9640,1
9746,0
6950,1
3226,0
4519,2
9534,0
7190,1
7484,0
2000,2
10343,2
2856,1
9143,1
4956,1
8247,2
3517,0
5482,0
3977,2
937,1
40,2
1215,0
6053,0
4391,0
1619,1
10199,2
1212,0
6649,2
8739,1
4707,2
2554,1
5339,1
2891,1
8930,1
5111,2
10230,1
8180,1
9495,0
6830,2
749,1
5188,0
1371,0
8015,0
5882,0
1162,0
9517,0
9891,0
8711,1
360,2
613,0
1285,0
4125,1
7188,1
9926,2
6049,1
2729,1
4159,2
7291,0
3926,2
5220,0
10421,0
1001,2
6331,0
10066,0
6375,0
4403,0
9739,1
1806,1
290,2
5315,2
619,2
925,1
1178,2
2565,0
4262,2
7115,2
10495,1
450,1
4866,1
9366,0
9011,1
6521,2
6690,0
3248,2
8427,2
2839,1
1340,0
1933,2
7131,0
7497,1
8181,1
1973,2
8351,0
1421,2
6009,1
692,1
5114,1
1107,1
10061,1
5724,1
10765,2
7109,1
7667,1
10780,1
2858,1
7574,0
9986,2
1524,2
5540,2
8035,2
10119,0
635,1
129,0
2445,0
7606,0
8362,1
2115,2
7838,1
6170,1
6786,1
7451,0
9161,0
10460,0
1825,1
9602,1
1620,1
10029,0
8784,1
1380,1
384,0
6164,2
869,2
3889,1
5874,2
7736,0
8607,0
9935,0
7831,0
5365,0
9800,1
6790,1
1174,0
2754,2
5159,0
6507,0
3635,1
8516,0
4791,0
3457,1
1908,0
10572,0
7061,1
3312,2
1264,0
6548,1
7425,2
7180,0
6016,1
1471,0
2906,2
4380,2
8388,2
2456,1
8116,1
1909,1
10900,0
1197,1
8006,0
3199,1
8497,2
10112,2
7050,1
7721,0
4624,0
588,2
9097,0
10488,1
2806,0
7980,1
4874,0
9767,1
5713,1
4680,1
7168,1
8251,0
3433,0
6821,0
122,0
5493,2
9843,0
3733,1
3214,0
2274,1
7416,0
8959,2
5500,1
10635,1
2476,2
5134,1
6103,1
9629,2
7486,2
2234,1
3813,2
9994,2
2929,0
6415,2
6092,1
9464,1
9576,1
6250,0
4572,0
10924,0
1082,2
4070,2
1894,1
4793,1
3064,1
557,1
3679,2
3427,0
5711,1
5814,0
2623,1
3895,0
8128,0
411,1
3815,1
2438,0
1349,0
1705,2
2121,0
6082,0
1297,1
63,1
4025,2
171,0
3496,0
10853,1
7132,0
8338,1
5313,2
9600,1
932,2
8229,2
599,1
7832,0
1590,1
974,0
3163,2
3426,0
2964,1
10192,0
1537,1
2529,1
3501,2
5672,0
2027,0
3049,2
5770,0
1793,2
1482,0
8109,0
3062,1
9314,0
896,2
3206,0
3488,2
8740,1
1097,1
7520,1
2999,2
7036,2
1092,1
8088,2
4493,2
9093,0
7641,0
4370,0
4620,0
3490,2
584,2
3186,2
2486,0
5905,2
10809,0
4146,1
9176,1
1149,2
1799,1
9795,2
4161,2
4200,1
9672,0
9421,1
6684,2
3048,2
8458,2
6037,2
854,2
6115,0
5525,0
9494,0
1786,2
1860,0
7899,1
3094,0
10584,1
4478,1
8646,1
7283,0
580,0
9589,1
7343,1
7125,1
6956,1
9418,1
10598,2
10537,0
10059,1
4957,0
9869,2
4051,1
10141,2
9828,1
3631,2
3066,1
6604,1
2875,0
10713,0
6794,1
3027,0
2321,2
8697,2
324,0
3791,0
6949,1
5790,1
7779,0
1020,1
5459,2
1124,0
8879,0
1402,1
769,0
488,1
9417,1
151,1
2418,2
9944,1
3738,1
9193,2
6012,0
2402,0
7588,0
6346,0
3835,1
8821,1
8559,1
5616,1
10159,1
4109,0
3504,2
2043,1
6369,2
1379,1
1429,0
2090,1
5585,1
6245,0
2432,1
9759,2
5685,1
1867,0
2016,0
7965,1
1346,0
8972,1
4412,1
2894,1
2726,1
9455,0
5418,0
9379,0
6943,1
4711,0
2309,1
2140,0
3033,2
9175,1
3827,0
5498,0
8935,2
7731,0
10375,1
6423,1
350,1
8560,0
8865,1
2144,0
5961,1
5922,0
1693,1
7377,0
9805,0
8861,2
10456,0
971,0
9898,1
9990,2
9639,1
10324,1
7133,0
6085,0
7585,2
5229,0
1076,2
7818,0
3318,1
10216,2
410,1
4933,1
9636,0
6499,0
2922,0
5305,2
4483,1
8811,0
10714,0
9171,2
1570,0
8336,0
8920,0
8903,1
7847,2
7537,2
2843,1
9442,0
7308,0
9620,1
10270,1
1703,2
9475,0
2840,1
2104,1
3641,1
5100,2
1600,2
3314,2
6676,2
9309,1
7628,2
6190,2
794,1
8414,2
10342,1
3119,1
5091,2
3793,0
9854,1
5199,1
22,0
5198,1
6884,1
7706,2
2845,1
6433,1
9741,0
5190,0
7016,1
1795,2
6556,2
863,1
7652,1
2053,0
3326,0
5799,1
5345,2
5940,2
4553,1
609,1
10096,1
4645,2
7286,0
7052,1
7735,1
10365,1
2678,0
1532,0
9861,1
8541,1
3868,1
6733,0
9184,2
1949,0
6596,1
8863,2
10745,0
4652,1
3763,0
1540,1
445,0
4498,2
5972,0
2246,0
2451,0
773,0
9744,1
3564,0
2285,1
6034,1
579,1
257,2
10709,0
8789,0
5769,0
8769,2
2160,0
5275,2
3038,0
4049,1
5372,1
